Time(us),AX
0,-1.2
333,-1.2
666,-1.2
999,-1.2
1332,-1.2
1665,-1.2
1998,-0.82
2331,-0.82
2664,-0.82
2997,-0.82
3330,-0.82
3663,-0.82
3996,-0.82
4329,-0.82
4662,-0.82
4995,-0.82
5328,-0.82
5661,-0.82
6327,-0.82
6660,-0.82
6993,-0.82
7326,-1.11
7659,-1.11
7992,-1.11
8325,-1.11
8658,-1.11
8991,-1.11
9324,-1.11
9657,-1.11
9990,-1.11
10323,-1.11
10656,-1.11
10989,-1.11
11322,-1.11
11655,-1.11
12321,-0.83
12654,-0.83
12987,-0.83
13320,-0.83
13653,-0.83
13986,-0.83
14319,-0.83
14652,-0.83
14985,-0.83
15318,-0.83
15651,-0.83
15984,-0.83
16317,-0.83
16650,-0.83
16983,-1.12
17316,-1.12
17649,-1.12
17982,-1.12
18648,-1.12
18981,-1.12
19314,-1.12
19647,-1.12
19980,-1.12
20313,-1.12
20646,-1.12
20979,-1.12
21312,-1.12
21645,-1.12
21978,-1.16
22311,-1.16
22644,-1.16
22977,-1.16
23310,-1.16
23643,-1.16
23976,-1.16
24642,-1.16
24975,-1.16
25308,-1.16
25641,-1.16
25974,-1.16
26307,-1.16
26640,-1.16
26973,-1.09
27306,-1.09
27639,-1.09
27972,-1.09
28305,-1.09
28638,-1.09
28971,-1.09
29304,-1.09
29637,-1.09
29970,-1.09
30636,-1.09
30969,-1.09
31302,-1.09
31635,-1.09
31968,-1.13
32301,-1.13
32634,-1.13
32967,-1.13
33300,-1.13
33633,-1.13
33966,-1.13
34299,-1.13
34632,-1.13
34965,-1.13
35298,-1.13
35631,-1.13
35964,-1.13
36630,-1.13
36963,-1.13
37296,-1.05
37629,-1.05
37962,-1.05
38295,-1.05
38628,-1.05
38961,-1.05
39294,-1.05
39627,-1.05
39960,-1.05
40293,-1.05
40626,-1.05
40959,-1.05
41292,-1.05
41625,-1.05
41958,-1.26
42291,-1.26
42957,-1.26
43290,-1.26
43623,-1.26
43956,-1.26
44289,-1.26
44622,-1.26
44955,-1.26
45288,-1.26
45621,-1.26
45954,-1.26
46287,-1.26
46620,-1.26
46953,-0.61
47286,-0.61
47619,-0.61
47952,-0.61
48285,-0.61
48951,-0.61
49284,-0.61
49617,-0.61
49950,-0.61
50283,-0.61
50616,-0.61
50949,-0.61
51282,-0.61
51615,-0.61
51948,-1.38
52281,-1.38
52614,-1.38
52947,-1.38
53280,-1.38
53613,-1.38
53946,-1.38
54279,-1.38
54945,-1.38
55278,-1.38
55611,-1.38
55944,-1.38
56277,-1.38
56610,-1.38
56943,-1
57276,-1
57609,-1
57942,-1
58275,-1
58608,-1
58941,-1
59274,-1
59607,-1
59940,-1
60273,-1
60606,-1
61272,-1
61605,-1
61938,-1
62271,-1.23
62604,-1.23
62937,-1.23
63270,-1.23
63603,-1.23
63936,-1.23
64269,-1.23
64602,-1.23
64935,-1.23
65268,-1.23
65601,-1.23
65934,-1.23
66267,-1.23
66600,-1.29
67266,-1.29
67599,-1.29
67932,-1.29
68265,-1.29
68598,-1.29
68931,-1.29
69264,-1.29
69597,-1.29
69930,-1.29
70263,-1.29
70596,-1.29
70929,-1.29
71262,-1.29
71595,-1.01
71928,-1.01
72261,-1.01
72594,-1.01
73260,-1.01
73593,-1.01
73926,-1.01
74259,-1.01
74592,-1.01
74925,-1.01
75258,-1.01
75591,-1.01
75924,-1.01
76257,-1.01
76590,-1.43
76923,-1.43
77256,-1.43
77589,-1.43
77922,-1.43
78255,-1.43
78588,-1.43
79254,-1.43
79587,-1.43
79920,-1.43
80253,-1.43
80586,-1.43
80919,-1.43
81252,-1.43
81585,-0.84
81918,-0.84
82251,-0.84
82584,-0.84
82917,-0.84
83250,-0.84
83583,-0.84
83916,-0.84
84249,-0.84
84582,-0.84
84915,-0.84
85581,-0.84
85914,-0.84
86247,-0.84
86580,-1.08
86913,-1.08
87246,-1.08
87579,-1.08
87912,-1.08
88245,-1.08
88578,-1.08
88911,-1.08
89244,-1.08
89577,-1.08
89910,-1.08
90243,-1.08
90576,-1.08
90909,-1.08
91575,-1.08
91908,-0.83
92241,-0.83
92574,-0.83
92907,-0.83
93240,-0.83
93573,-0.83
93906,-0.83
94239,-0.83
94572,-0.83
94905,-0.83
95238,-0.83
95571,-0.83
95904,-0.83
96237,-0.83
96570,-1.17
96903,-1.17
97569,-1.17
97902,-1.17
98235,-1.17
98568,-1.17
98901,-1.17
99234,-1.17
99567,-1.17
99900,-1.17
100233,-1.17
100566,-1.17
100899,-1.17
101232,-1.17
101565,-1.35
101898,-1.35
102231,-1.35
102564,-1.35
102897,-1.35
103230,-1.35
103896,-1.35
104229,-1.35
104562,-1.35
104895,-1.35
105228,-1.35
105561,-1.35
105894,-1.35
106227,-1.35
106560,-1.19
106893,-1.19
107226,-1.19
107559,-1.19
107892,-1.19
108225,-1.19
108558,-1.19
108891,-1.19
109224,-1.19
109890,-1.19
110223,-1.19
110556,-1.19
110889,-1.19
111222,-1.19
111555,-0.94
111888,-0.94
112221,-0.94
112554,-0.94
112887,-0.94
113220,-0.94
113553,-0.94
113886,-0.94
114219,-0.94
114552,-0.94
114885,-0.94
115218,-0.94
115884,-0.94
116217,-0.94
116550,-0.94
116883,-0.79
117216,-0.79
117549,-0.79
117882,-0.79
118215,-0.79
118548,-0.79
118881,-0.79
119214,-0.79
119547,-0.79
119880,-0.79
120213,-0.79
120546,-0.79
120879,-0.79
121212,-0.79
121878,-0.95
122211,-0.95
122544,-0.95
122877,-0.95
123210,-0.95
123543,-0.95
123876,-0.95
124209,-0.95
124542,-0.95
124875,-0.95
125208,-0.95
125541,-0.95
125874,-0.95
126207,-0.95
126540,-1.33
126873,-1.33
127206,-1.33
127539,-1.33
128205,-1.33
128538,-1.33
128871,-1.33
129204,-1.33
129537,-1.33
129870,-1.33
130203,-1.33
130536,-1.33
130869,-1.33
131202,-1.33
131535,-1
131868,-1
132201,-1
132534,-1
132867,-1
133200,-1
133533,-1
134199,-1
134532,-1
134865,-1
135198,-1
135531,-1
135864,-1
136197,-1
136530,-1.1
136863,-1.1
137196,-1.1
137529,-1.1
137862,-1.1
138195,-1.1
138528,-1.1
138861,-1.1
139194,-1.1
139527,-1.1
140193,-1.1
140526,-1.1
140859,-1.1
141192,-1.21
141525,-1.21
141858,-1.21
142191,-1.21
142524,-1.21
142857,-1.21
143190,-1.21
143523,-1.21
143856,-1.21
144189,-1.21
144522,-1.21
144855,-1.21
145188,-1.21
145521,-1.21
145854,-1.21
146520,-0.69
146853,-0.69
147186,-0.69
147519,-0.69
147852,-0.69
148185,-0.69
148518,-0.69
148851,-0.69
149184,-0.69
149517,-0.69
149850,-0.69
150183,-0.69
150516,-0.69
150849,-0.69
151182,-1.12
151515,-1.12
151848,-1.12
152514,-1.12
152847,-1.12
153180,-1.12
153513,-1.12
153846,-1.12
154179,-1.12
154512,-1.12
154845,-1.12
155178,-1.12
155511,-1.12
155844,-1.12
156177,-1.14
156510,-1.14
156843,-1.14
157176,-1.14
157509,-1.14
157842,-1.14
158508,-1.14
158841,-1.14
159174,-1.14
159507,-1.14
159840,-1.14
160173,-1.14
160506,-1.14
160839,-1.14
161172,-1.07
161505,-1.07
161838,-1.07
162171,-1.07
162504,-1.07
162837,-1.07
163170,-1.07
163503,-1.07
163836,-1.07
164502,-1.07
164835,-1.07
165168,-1.07
165501,-1.07
165834,-1.07
166167,-0.83
166500,-0.83
166833,-0.83
167166,-0.83
167499,-0.83
167832,-0.83
168165,-0.83
168498,-0.83
168831,-0.83
169164,-0.83
169497,-0.83
169830,-0.83
170163,-0.83
170829,-0.83
171162,-0.83
171495,-1.12
171828,-1.12
172161,-1.12
172494,-1.12
172827,-1.12
173160,-1.12
173493,-1.12
173826,-1.12
174159,-1.12
174492,-1.12
174825,-1.12
175158,-1.12
175491,-1.12
175824,-1.12
176157,-0.8
176823,-0.8
177156,-0.8
177489,-0.8
177822,-0.8
178155,-0.8
178488,-0.8
178821,-0.8
179154,-0.8
179487,-0.8
179820,-0.8
180153,-0.8
180486,-0.8
180819,-0.8
181152,-1
181485,-1
181818,-1
182151,-1
182817,-1
183150,-1
183483,-1
183816,-1
184149,-1
184482,-1
184815,-1
185148,-1
185481,-1
185814,-1
186147,-1.13
186480,-1.13
186813,-1.13
187146,-1.13
187479,-1.13
187812,-1.13
188145,-1.13
188478,-1.13
189144,-1.13
189477,-1.13
189810,-1.13
190143,-1.13
190476,-1.13
190809,-1.13
191142,-0.9
191475,-0.9
191808,-0.9
192141,-0.9
192474,-0.9
192807,-0.9
193140,-0.9
193473,-0.9
193806,-0.9
194139,-0.9
194472,-0.9
195138,-0.9
195471,-0.9
195804,-0.9
196137,-0.99
196470,-0.99
196803,-0.99
197136,-0.99
197469,-0.99
197802,-0.99
198135,-0.99
198468,-0.99
198801,-0.99
199134,-0.99
199467,-0.99
199800,-0.99
200133,-0.99
200466,-0.99
201132,-0.99
201465,-1.12
201798,-1.12
202131,-1.12
202464,-1.12
202797,-1.12
203130,-1.12
203463,-1.12
203796,-1.12
204129,-1.12
204462,-1.12
204795,-1.12
205128,-1.12
205461,-1.12
205794,-1.12
206127,-0.94
206460,-0.94
207126,-0.94
207459,-0.94
207792,-0.94
208125,-0.94
208458,-0.94
208791,-0.94
209124,-0.94
209457,-0.94
209790,-0.94
210123,-0.94
210456,-0.94
210789,-1.27
211122,-1.27
211455,-1.27
211788,-1.27
212121,-1.27
212454,-1.27
212787,-1.27
213453,-1.27
213786,-1.27
214119,-1.27
214452,-1.27
214785,-1.27
215118,-1.27
215451,-1.27
215784,-1
216117,-1
216450,-1
216783,-1
217116,-1
217449,-1
217782,-1
218115,-1
218448,-1
218781,-1
219447,-1
219780,-1
220113,-1
220446,-1
220779,-1.22
221112,-1.22
221445,-1.22
221778,-1.22
222111,-1.22
222444,-1.22
222777,-1.22
223110,-1.22
223443,-1.22
223776,-1.22
224109,-1.22
224442,-1.22
224775,-1.22
225441,-1.22
225774,-1.22
226107,-1.11
226440,-1.11
226773,-1.11
227106,-1.11
227439,-1.11
227772,-1.11
228105,-1.11
228438,-1.11
228771,-1.11
229104,-1.11
229437,-1.11
229770,-1.11
230103,-1.11
230436,-1.11
230769,-0.95
231102,-0.95
231768,-0.95
232101,-0.95
232434,-0.95
232767,-0.95
233100,-0.95
233433,-0.95
233766,-0.95
234099,-0.95
234432,-0.95
234765,-0.95
235098,-0.95
235431,-0.95
235764,-0.99
236097,-0.99
236430,-0.99
236763,-0.99
237096,-0.99
237762,-0.99
238095,-0.99
238428,-0.99
238761,-0.99
239094,-0.99
239427,-0.99
239760,-0.99
240093,-0.99
240426,-0.99
240759,-0.76
241092,-0.76
241425,-0.76
241758,-0.76
242091,-0.76
242424,-0.76
242757,-0.76
243090,-0.76
243756,-0.76
244089,-0.76
244422,-0.76
244755,-0.76
245088,-0.76
245421,-0.76
245754,-1.29
246087,-1.29
246420,-1.29
246753,-1.29
247086,-1.29
247419,-1.29
247752,-1.29
248085,-1.29
248418,-1.29
248751,-1.29
249084,-1.29
249750,-1.29
250083,-1.29
250416,-1.29
250749,-1.16
251082,-1.16
251415,-1.16
251748,-1.16
252081,-1.16
252414,-1.16
252747,-1.16
253080,-1.16
253413,-1.16
253746,-1.16
254079,-1.16
254412,-1.16
254745,-1.16
255078,-1.16
255411,-1.16
256077,-0.9
256410,-0.9
256743,-0.9
257076,-0.9
257409,-0.9
257742,-0.9
258075,-0.9
258408,-0.9
258741,-0.9
259074,-0.9
259407,-0.9
259740,-0.9
260073,-0.9
260406,-0.9
260739,-1.04
261072,-1.04
261405,-1.04
262071,-1.04
262404,-1.04
262737,-1.04
263070,-1.04
263403,-1.04
263736,-1.04
264069,-1.04
264402,-1.04
264735,-1.04
265068,-1.04
265401,-1.04
265734,-1
266067,-1
266400,-1
266733,-1
267066,-1
267399,-1
268065,-1
268398,-1
268731,-1
269064,-1
269397,-1
269730,-1
270063,-1
270396,-1
270729,-1.1
271062,-1.1
271395,-1.1
271728,-1.1
272061,-1.1
272394,-1.1
272727,-1.1
273060,-1.1
273393,-1.1
273726,-1.1
274392,-1.1
274725,-1.1
275058,-1.1
275391,-1.1
275724,-1.42
276057,-1.42
276390,-1.42
276723,-1.42
277056,-1.42
277389,-1.42
277722,-1.42
278055,-1.42
278388,-1.42
278721,-1.42
279054,-1.42
279387,-1.42
279720,-1.42
280386,-1.42
280719,-1.04
281052,-1.04
281385,-1.04
281718,-1.04
282051,-1.04
282384,-1.04
282717,-1.04
283050,-1.04
283383,-1.04
283716,-1.04
284049,-1.04
284382,-1.04
284715,-1.04
285048,-1.04
285381,-0.98
285714,-0.98
286380,-0.98
286713,-0.98
287046,-0.98
287379,-0.98
287712,-0.98
288045,-0.98
288378,-0.98
288711,-0.98
289044,-0.98
289377,-0.98
289710,-0.98
290043,-0.98
290376,-1.12
290709,-1.12
291042,-1.12
291375,-1.12
291708,-1.12
292374,-1.12
292707,-1.12
293040,-1.12
293373,-1.12
293706,-1.12
294039,-1.12
294372,-1.12
294705,-1.12
295038,-1.12
295371,-1.37
295704,-1.37
296037,-1.37
296370,-1.37
296703,-1.37
297036,-1.37
297369,-1.37
297702,-1.37
298035,-1.37
298701,-1.37
299034,-1.37
299367,-1.37
299700,-1.37
300033,-1.37
300366,-0.89
300699,-0.89
301032,-0.89
301365,-0.89
301698,-0.89
302031,-0.89
302364,-0.89
302697,-0.89
303030,-0.89
303363,-0.89
303696,-0.89
304029,-0.89
304695,-0.89
305028,-0.89
305361,-0.89
305694,-0.72
306027,-0.72
306360,-0.72
306693,-0.72
307026,-0.72
307359,-0.72
307692,-0.72
308025,-0.72
308358,-0.72
308691,-0.72
309024,-0.72
309357,-0.72
309690,-0.72
310023,-0.72
310689,-1.37
311022,-1.37
311355,-1.37
311688,-1.37
312021,-1.37
312354,-1.37
312687,-1.37
313020,-1.37
313353,-1.37
313686,-1.37
314019,-1.37
314352,-1.37
314685,-1.37
315018,-1.37
315351,-1.08
315684,-1.08
316017,-1.08
316350,-1.08
317016,-1.08
317349,-1.08
317682,-1.08
318015,-1.08
318348,-1.08
318681,-1.08
319014,-1.08
319347,-1.08
319680,-1.08
320013,-1.08
320346,-1.25
320679,-1.25
321012,-1.25
321345,-1.25
321678,-1.25
322011,-1.25
322344,-1.25
323010,-1.25
323343,-1.25
323676,-1.25
324009,-1.25
324342,-1.25
324675,-1.25
325008,-1.25
325341,-0.95
325674,-0.95
326007,-0.95
326340,-0.95
326673,-0.95
327006,-0.95
327339,-0.95
327672,-0.95
328005,-0.95
328338,-0.95
329004,-0.95
329337,-0.95
329670,-0.95
330003,-0.95
330336,-0.98
330669,-0.98
331002,-0.98
331335,-0.98
331668,-0.98
332001,-0.98
332334,-0.98
332667,-0.98
333000,-0.98
333333,-0.98
333666,-0.98
333999,-0.98
334332,-0.98
334998,-0.98
335331,-0.98
335664,-1.03
335997,-1.03
336330,-1.03
336663,-1.03
336996,-1.03
337329,-1.03
337662,-1.03
337995,-1.03
338328,-1.03
338661,-1.03
338994,-1.03
339327,-1.03
339660,-1.03
339993,-1.03
340326,-1.08
340659,-1.08
341325,-1.08
341658,-1.08
341991,-1.08
342324,-1.08
342657,-1.08
342990,-1.08
343323,-1.08
343656,-1.08
343989,-1.08
344322,-1.08
344655,-1.08
344988,-1.08
345321,-1.07
345654,-1.07
345987,-1.07
346320,-1.07
346653,-1.07
347319,-1.07
347652,-1.07
347985,-1.07
348318,-1.07
348651,-1.07
348984,-1.07
349317,-1.07
349650,-1.07
349983,-1.34
350316,-1.34
350649,-1.34
350982,-1.34
351315,-1.34
351648,-1.34
351981,-1.34
352314,-1.34
352647,-1.34
353313,-1.34
353646,-1.34
353979,-1.34
354312,-1.34
354645,-1.34
354978,-0.9
355311,-0.9
355644,-0.9
355977,-0.9
356310,-0.9
356643,-0.9
356976,-0.9
357309,-0.9
357642,-0.9
357975,-0.9
358308,-0.9
358641,-0.9
358974,-0.9
359640,-0.9
359973,-0.9
360306,-1.08
360639,-1.08
360972,-1.08
361305,-1.08
361638,-1.08
361971,-1.08
362304,-1.08
362637,-1.08
362970,-1.08
363303,-1.08
363636,-1.08
363969,-1.08
364302,-1.08
364635,-1.08
364968,-0.88
365634,-0.88
365967,-0.88
366300,-0.88
366633,-0.88
366966,-0.88
367299,-0.88
367632,-0.88
367965,-0.88
368298,-0.88
368631,-0.88
368964,-0.88
369297,-0.88
369630,-0.88
369963,-1.51
370296,-1.51
370629,-1.51
370962,-1.51
371628,-1.51
371961,-1.51
372294,-1.51
372627,-1.51
372960,-1.51
373293,-1.51
373626,-1.51
373959,-1.51
374292,-1.51
374625,-1.51
374958,-0.57
375291,-0.57
375624,-0.57
375957,-0.57
376290,-0.57
376623,-0.57
376956,-0.57
377622,-0.57
377955,-0.57
378288,-0.57
378621,-0.57
378954,-0.57
379287,-0.57
379620,-0.57
379953,-1.19
380286,-1.19
380619,-1.19
380952,-1.19
381285,-1.19
381618,-1.19
381951,-1.19
382284,-1.19
382617,-1.19
382950,-1.19
383283,-1.19
383949,-1.19
384282,-1.19
384615,-1.19
384948,-0.86
385281,-0.86
385614,-0.86
385947,-0.86
386280,-0.86
386613,-0.86
386946,-0.86
387279,-0.86
387612,-0.86
387945,-0.86
388278,-0.86
388611,-0.86
388944,-0.86
389277,-0.86
389943,-0.86
390276,-1.19
390609,-1.19
390942,-1.19
391275,-1.19
391608,-1.19
391941,-1.19
392274,-1.19
392607,-1.19
392940,-1.19
393273,-1.19
393606,-1.19
393939,-1.19
394272,-1.19
394605,-1.19
394938,-1.06
395271,-1.06
395937,-1.06
396270,-1.06
396603,-1.06
396936,-1.06
397269,-1.06
397602,-1.06
397935,-1.06
398268,-1.06
398601,-1.06
398934,-1.06
399267,-1.06
399600,-1.06
399933,-0.98
400266,-0.98
400599,-0.98
400932,-0.98
401265,-0.98
401598,-0.98
402264,-0.98
402597,-0.98
402930,-0.98
403263,-0.98
403596,-0.98
403929,-0.98
404262,-0.98
404595,-0.98
404928,-0.93
405261,-0.93
405594,-0.93
405927,-0.93
406260,-0.93
406593,-0.93
406926,-0.93
407259,-0.93
407592,-0.93
408258,-0.93
408591,-0.93
408924,-0.93
409257,-0.93
409590,-0.93
409923,-0.81
410256,-0.81
410589,-0.81
410922,-0.81
411255,-0.81
411588,-0.81
411921,-0.81
412254,-0.81
412587,-0.81
412920,-0.81
413253,-0.81
413586,-0.81
414252,-0.81
414585,-0.81
414918,-0.81
415251,-1.03
415584,-1.03
415917,-1.03
416250,-1.03
416583,-1.03
416916,-1.03
417249,-1.03
417582,-1.03
417915,-1.03
418248,-1.03
418581,-1.03
418914,-1.03
419247,-1.03
419580,-1.39
420246,-1.39
420579,-1.39
420912,-1.39
421245,-1.39
421578,-1.39
421911,-1.39
422244,-1.39
422577,-1.39
422910,-1.39
423243,-1.39
423576,-1.39
423909,-1.39
424242,-1.39
424575,-1
424908,-1
425241,-1
425574,-1
425907,-1
426573,-1
426906,-1
427239,-1
427572,-1
427905,-1
428238,-1
428571,-1
428904,-1
429237,-1
429570,-1.13
429903,-1.13
430236,-1.13
430569,-1.13
430902,-1.13
431235,-1.13
431568,-1.13
431901,-1.13
432567,-1.13
432900,-1.13
433233,-1.13
433566,-1.13
433899,-1.13
434232,-1.13
434565,-0.94
434898,-0.94
435231,-0.94
435564,-0.94
435897,-0.94
436230,-0.94
436563,-0.94
436896,-0.94
437229,-0.94
437562,-0.94
437895,-0.94
438561,-0.94
438894,-0.94
439227,-0.94
439560,-0.74
439893,-0.74
440226,-0.74
440559,-0.74
440892,-0.74
441225,-0.74
441558,-0.74
441891,-0.74
442224,-0.74
442557,-0.74
442890,-0.74
443223,-0.74
443556,-0.74
443889,-0.74
444222,-0.74
444888,-0.99
445221,-0.99
445554,-0.99
445887,-0.99
446220,-0.99
446553,-0.99
446886,-0.99
447219,-0.99
447552,-0.99
447885,-0.99
448218,-0.99
448551,-0.99
448884,-0.99
449217,-0.99
449550,-1.16
449883,-1.16
450216,-1.16
450882,-1.16
451215,-1.16
451548,-1.16
451881,-1.16
452214,-1.16
452547,-1.16
452880,-1.16
453213,-1.16
453546,-1.16
453879,-1.16
454212,-1.16
454545,-1.12
454878,-1.12
455211,-1.12
455544,-1.12
455877,-1.12
456210,-1.12
456876,-1.12
457209,-1.12
457542,-1.12
457875,-1.12
458208,-1.12
458541,-1.12
458874,-1.12
459207,-1.12
459540,-0.77
459873,-0.77
460206,-0.77
460539,-0.77
460872,-0.77
461205,-0.77
461538,-0.77
461871,-0.77
462204,-0.77
462870,-0.77
463203,-0.77
463536,-0.77
463869,-0.77
464202,-0.77
464535,-1.41
464868,-1.41
465201,-1.41
465534,-1.41
465867,-1.41
466200,-1.41
466533,-1.41
466866,-1.41
467199,-1.41
467532,-1.41
467865,-1.41
468198,-1.41
468531,-1.41
469197,-1.41
469530,-1.41
469863,-1.28
470196,-1.28
470529,-1.28
470862,-1.28
471195,-1.28
471528,-1.28
471861,-1.28
472194,-1.28
472527,-1.28
472860,-1.28
473193,-1.28
473526,-1.28
473859,-1.28
474192,-1.28
474525,-0.91
475191,-0.91
475524,-0.91
475857,-0.91
476190,-0.91
476523,-0.91
476856,-0.91
477189,-0.91
477522,-0.91
477855,-0.91
478188,-0.91
478521,-0.91
478854,-0.91
479187,-0.91
479520,-1.05
479853,-1.05
480186,-1.05
480519,-1.05
481185,-1.05
481518,-1.05
481851,-1.05
482184,-1.05
482517,-1.05
482850,-1.05
483183,-1.05
483516,-1.05
483849,-1.05
484182,-1.05
484515,-1.07
484848,-1.07
485181,-1.07
485514,-1.07
485847,-1.07
486180,-1.07
486513,-1.07
486846,-1.07
487512,-1.07
487845,-1.07
488178,-1.07
488511,-1.07
488844,-1.07
489177,-1.07
489510,-1.29
489843,-1.29
490176,-1.29
490509,-1.29
490842,-1.29
491175,-1.29
491508,-1.29
491841,-1.29
492174,-1.29
492507,-1.29
492840,-1.29
493506,-1.29
493839,-1.29
494172,-1.29
494505,-1.09
494838,-1.09
495171,-1.09
495504,-1.09
495837,-1.09
496170,-1.09
496503,-1.09
496836,-1.09
497169,-1.09
497502,-1.09
497835,-1.09
498168,-1.09
498501,-1.09
498834,-1.09
499500,-1.04
499833,-1.04
500166,-1.04
500499,-1.04
500832,-1.04
501165,-1.04
501498,-1.04
501831,-1.04
502164,-1.04
502497,-1.04
502830,-1.04
503163,-1.04
503496,-1.04
503829,-1.04
504162,-1.01
504495,-1.01
504828,-1.01
505494,-1.01
505827,-1.01
506160,-1.01
506493,-1.01
506826,-1.01
507159,-1.01
507492,-1.01
507825,-1.01
508158,-1.01
508491,-1.01
508824,-1.01
509157,-1.22
509490,-1.22
509823,-1.22
510156,-1.22
510489,-1.22
510822,-1.22
511155,-1.22
511821,-1.22
512154,-1.22
512487,-1.22
512820,-1.22
513153,-1.22
513486,-1.22
513819,-1.22
514152,-1.05
514485,-1.05
514818,-1.05
515151,-1.05
515484,-1.05
515817,-1.05
516150,-1.05
516483,-1.05
516816,-1.05
517149,-1.05
517815,-1.05
518148,-1.05
518481,-1.05
518814,-1.05
519147,-0.87
519480,-0.87
519813,-0.87
520146,-0.87
520479,-0.87
520812,-0.87
521145,-0.87
521478,-0.87
521811,-0.87
522144,-0.87
522477,-0.87
522810,-0.87
523143,-0.87
523809,-0.87
524142,-0.87
524475,-1.08
524808,-1.08
525141,-1.08
525474,-1.08
525807,-1.08
526140,-1.08
526473,-1.08
526806,-1.08
527139,-1.08
527472,-1.08
527805,-1.08
528138,-1.08
528471,-1.08
528804,-1.08
529137,-1.05
529470,-1.05
530136,-1.05
530469,-1.05
530802,-1.05
531135,-1.05
531468,-1.05
531801,-1.05
532134,-1.05
532467,-1.05
532800,-1.05
533133,-1.05
533466,-1.05
533799,-1.05
534132,-1.2
534465,-1.2
534798,-1.2
535131,-1.2
535464,-1.2
536130,-1.2
536463,-1.2
536796,-1.2
537129,-1.2
537462,-1.2
537795,-1.2
538128,-1.2
538461,-1.2
538794,-1.2
539127,-0.96
539460,-0.96
539793,-0.96
540126,-0.96
540459,-0.96
540792,-0.96
541125,-0.96
541458,-0.96
542124,-0.96
542457,-0.96
542790,-0.96
543123,-0.96
543456,-0.96
543789,-0.96
544122,-0.99
544455,-0.99
544788,-0.99
545121,-0.99
545454,-0.99
545787,-0.99
546120,-0.99
546453,-0.99
546786,-0.99
547119,-0.99
547452,-0.99
548118,-0.99
548451,-0.99
548784,-0.99
549117,-1
549450,-1
549783,-1
550116,-1
550449,-1
550782,-1
551115,-1
551448,-1
551781,-1
552114,-1
552447,-1
552780,-1
553113,-1
553446,-1
553779,-1
554445,-1.41
554778,-1.41
555111,-1.41
555444,-1.41
555777,-1.41
556110,-1.41
556443,-1.41
556776,-1.41
557109,-1.41
557442,-1.41
557775,-1.41
558108,-1.41
558441,-1.41
558774,-1.41
559107,-0.9
559440,-0.9
559773,-0.9
560439,-0.9
560772,-0.9
561105,-0.9
561438,-0.9
561771,-0.9
562104,-0.9
562437,-0.9
562770,-0.9
563103,-0.9
563436,-0.9
563769,-1.23
564102,-1.23
564435,-1.23
564768,-1.23
565101,-1.23
565434,-1.23
565767,-1.23
566433,-1.23
566766,-1.23
567099,-1.23
567432,-1.23
567765,-1.23
568098,-1.23
568431,-1.23
568764,-0.96
569097,-0.96
569430,-0.96
569763,-0.96
570096,-0.96
570429,-0.96
570762,-0.96
571095,-0.96
571428,-0.96
571761,-0.96
572094,-0.96
572760,-0.96
573093,-0.96
573426,-0.96
573759,-1.03
574092,-1.03
574425,-1.03
574758,-1.03
575091,-1.03
575424,-1.03
575757,-1.03
576090,-1.03
576423,-1.03
576756,-1.03
577089,-1.03
577422,-1.03
577755,-1.03
578088,-1.03
578754,-1.03
579087,-1.11
579420,-1.11
579753,-1.11
580086,-1.11
580419,-1.11
580752,-1.11
581085,-1.11
581418,-1.11
581751,-1.11
582084,-1.11
582417,-1.11
582750,-1.11
583083,-1.11
583416,-1.11
583749,-1.14
584082,-1.14
584748,-1.14
585081,-1.14
585414,-1.14
585747,-1.14
586080,-1.14
586413,-1.14
586746,-1.14
587079,-1.14
587412,-1.14
587745,-1.14
588078,-1.14
588411,-1.14
588744,-0.81
589077,-0.81
589410,-0.81
589743,-0.81
590076,-0.81
590742,-0.81
591075,-0.81
591408,-0.81
591741,-0.81
592074,-0.81
592407,-0.81
592740,-0.81
593073,-0.81
593406,-0.81
593739,-1.29
594072,-1.29
594405,-1.29
594738,-1.29
595071,-1.29
595404,-1.29
595737,-1.29
596070,-1.29
596403,-1.29
597069,-1.29
597402,-1.29
597735,-1.29
598068,-1.29
598401,-1.29
598734,-1.52
599067,-1.52
599400,-1.52
599733,-1.52
600066,-1.52
600399,-1.52
600732,-1.52
601065,-1.52
601398,-1.52
601731,-1.52
602064,-1.52
602397,-1.52
603063,-1.52
603396,-1.52
603729,-1.52
604062,-0.84
604395,-0.84
604728,-0.84
605061,-0.84
605394,-0.84
605727,-0.84
606060,-0.84
606393,-0.84
606726,-0.84
607059,-0.84
607392,-0.84
607725,-0.84
608058,-0.84
608391,-0.84
609057,-1.09
609390,-1.09
609723,-1.09
610056,-1.09
610389,-1.09
610722,-1.09
611055,-1.09
611388,-1.09
611721,-1.09
612054,-1.09
612387,-1.09
612720,-1.09
613053,-1.09
613386,-1.09
613719,-1.07
614052,-1.07
614385,-1.07
614718,-1.07
615384,-1.07
615717,-1.07
616050,-1.07
616383,-1.07
616716,-1.07
617049,-1.07
617382,-1.07
617715,-1.07
618048,-1.07
618381,-1.07
618714,-1.12
619047,-1.12
619380,-1.12
619713,-1.12
620046,-1.12
620379,-1.12
620712,-1.12
621378,-1.12
621711,-1.12
622044,-1.12
622377,-1.12
622710,-1.12
623043,-1.12
623376,-1.12
623709,-1.05
624042,-1.05
624375,-1.05
